None	Hvaða leikari er faðir Michael Douglas	Kirk Douglas	Hvaða leikari er faðir Michael Douglas
None	Hvaða lífsnauðsynlega frumefni uppgötvaði efnafræðingurinn Joseph Priestley árið 1774	Súrefni	Hvaða lífsnauðsynlega frumefni uppgötvaði efnafræðingurinn Joseph Priestley árið sautján hundruð sjötíu og fjögur
None	Hvaða listastefna reis hratt um aldamótin 1600 og kallast hlaðstíll á íslensku	Barokk	Hvaða listastefna reis hratt um aldamótin sextán hundruð og kallast hlaðstíll á íslensku
None	Hvaða litur er allsráðandi í fána Líbýju	Grænn	Hvaða litur er allsráðandi í fána Líbýju
None	Hvaða litur hreyfir fyrst í borðleiknum Go	Svartur	Hvaða litur hreyfir fyrst í borðleiknum Go
None	Hvaða ljósfyrirbæri er eingöngu hægt að sjá þegar sólin er 40 gráður eða minna yfir sjóndeildarhringnum	Regnboga	Hvaða ljósfyrirbæri er eingöngu hægt að sjá þegar sólin er fjörutíu gráður eða minna yfir sjóndeildarhringnum
None	Hvaða lönd aðskilur Eyrarsund	Danmörku og Svíþjóð	Hvaða lönd aðskilur Eyrarsund
None	Hvaða maður hefur oftast unnið heimsbikarmót á skíðum (2004)	Ingemar Stenmark	Hvaða maður hefur oftast unnið heimsbikarmót á skíðum tvö þúsund og fjögur 
None	Hvaða málari málaði "Sköpun Adams"	Michaelangelo	Hvaða málari málaði Sköpun Adams 
None	Hvaða mannvirki er 324 metrar á hæð og vegur 7300 tonn	Eiffelturninn	Hvaða mannvirki er þrjú hundruð tuttugu og fjórir metrar á hæð og vegur sjö þúsund og þrjú hundruð tonn
None	Hvaða mánuður var á undan Einmánuði skv. gamla tímatalinu	Góa	Hvaða mánuður var á undan Einmánuði samkvæmt gamla tímatalinu
None	Hvaða nafn má ekki nefna í galdraheiminum í Harry Potter bókunum	Voldemort	Hvaða nafn má ekki nefna í galdraheiminum í Harry Potter bókunum
None	Hvaða nóbelsverðlaunahafi í bókmenntum skaut sig árið 1961	Ernest Hemingway	Hvaða nóbelsverðlaunahafi í bókmenntum skaut sig árið nítján hundruð sextíu og eitt
None	Hvaðan var rithöfundurinn George Orwell	Englandi	Hvaðan var rithöfundurinn George Orwell
None	Hvaða prestur og skáld dó 18. nóvember árið 1920	Matthías Jochumsson	Hvaða prestur og skáld dó átjánda nóvember árið nítján hundruð og tuttugu
None	Hvað ár dó John Candy	1994	Hvað ár dó John Candy
None	Hvaða ríki tilheyrir Korsíka	Frakklandi	Hvaða ríki tilheyrir Korsíka
None	Hvaða ríki var fyrsta sjálfstæða ríki Rómönsku-Ameríku árið 1804	Haíti	Hvaða ríki var fyrsta sjálfstæða ríki Rómönsku Ameríku árið átján hundruð og fjögur
None	Hvaða rit frá árinu 1848 endar á hvatningarorðunum "Öreigar allra landa, sameinist"	Kommúnistaávarpið	Hvaða rit frá árinu átján hundruð fjörutíu og átta endar á hvatningarorðunum Öreigar allra landa sameinist 
None	Hvaða rithöfundur skrifaði bækurnar um Emil í Kattholti	Astrid Lindgren	Hvaða rithöfundur skrifaði bækurnar um Emil í Kattholti
None	Hvað ár lést Dr. Kristján Eldjárn	1982	Hvað ár lést doktor Kristján Eldjárn
None	Hvaða Rómverski keisari giftist Sporus, þræl sínum, í opinberri athöfn	Nero	Hvaða Rómverski keisari giftist Sporus þræl sínum í opinberri athöfn
None	Hvað ár tóku fræðslulögin gildi sem kváðu á um rétt barna til 4 ára ókeypis skólagöngu og skólaskyldu	1907	Hvað ár tóku fræðslulögin gildi sem kváðu á um rétt barna til fjögurra ára ókeypis skólagöngu og skólaskyldu
None	Hvaða S-Ameríkuland dregur nafn sitt af silfri	Argentína	Hvaða suður Ameríkuland dregur nafn sitt af silfri
None	Hvaða samtök eru skammstöfuð STEF	Samtök tónskálda og eigenda flutningsréttar	Hvaða samtök eru skammstöfuð S T E F
None	Hvaða skáldsaga Halldórs Laxness kom út árið 1932	Salka Valka	Hvaða skáldsaga Halldórs Laxness kom út árið nítján hundruð þrjátíu og tvö
None	Hvaða skáldsaga Halldórs Laxness kom út árið 1948	Atómstöðin	Hvaða skáldsaga Halldórs Laxness kom út árið nítján hundruð fjörutíu og átta
None	Hvaða skáldsaga kom út árið 1994 frá Ólafi Jóhanni Ólafssyni	Sniglaveislan	Hvaða skáldsaga kom út árið nítján hundruð níutíu og fjögur frá Ólafi Jóhanni Ólafssyni
None	Hvaða skipaskurður var opnaður árið 1914	Panamaskurðurinn	Hvaða skipaskurður var opnaður árið nítján hundruð og fjórtán
None	Hvaða skóli er í Miðfirði	Laugabakkaskóli	Hvaða skóli er í Miðfirði
None	Hvaða slétta er á milli Öxarfjarðar og Þistilfjarðar	Melrakkaslétta	Hvaða slétta er á milli Öxarfjarðar og Þistilfjarðar
None	Hvaða spendýr kom fyrst á land í Surtsey	Maðurinn	Hvaða spendýr kom fyrst á land í Surtsey
None	Hvaða staður er á 90°N	Norðurpóllinn	Hvaða staður er á níutíu gráður norður
None	Hvaða staður er á 90°S	Suðurpóllinn	Hvaða staður er á níutíu gráður suður
None	Hvaða stétt manna fór fyrst í verkfall árið 1916 á Íslandi	Hásetar	Hvaða stétt manna fór fyrst í verkfall árið nítján hundruð og sextán á Íslandi
None	Hvaða stjórnmálaflokkur flutti inn 48.000 rauðar rósir árið 1987	Alþýðuflokkurinn	Hvaða stjórnmálaflokkur flutti inn fjörutíu og átta þúsund rauðar rósir árið nítján hundruð áttatíu og sjö
None	Hvaða tímarit gáfu Brynjólfur Pétursson, Konráð Gíslason, Jónas Hallgrímsson og Tómas Sæmundsson út í Kaupmannahöfn	Fjölni	Hvaða tímarit gáfu Brynjólfur Pétursson Konráð Gíslason Jónas Hallgrímsson og Tómas Sæmundsson út í Kaupmannahöfn
None	Hvaða tímbil spannaði seta Kristjáns Eldjárns í embætti forseta Íslands	1968-1980	Hvaða tímbil spannaði seta Kristjáns Eldjárns í embætti forseta Íslands
None	Hvaða torg var eitt sinn kallað Hallærisplanið	Ingólfstorg	Hvaða torg var eitt sinn kallað Hallærisplanið
None	Hvaða tvær Evrópuþjóðir börðust í flestum stórátökum 18. aldarinnar	Englendingar og Frakkar	Hvaða tvær Evrópuþjóðir börðust í flestum stórátökum átjándu aldarinnar
None	Hvaða vörutegund er verslað næstmest með í alþjóðaviðskiptum	Kaffi	Hvaða vörutegund er verslað næstmest með í alþjóðaviðskiptum
None	Hvaða þekkti foss er í Skjálfandafljóti	Goðafoss	Hvaða þekkti foss er í Skjálfandafljóti
None	Hvaða þjóð hafði, árið 2002, unnið flest heimsmeistarmót í fótbolta	Brasilía	Hvaða þjóð hafði árið tvö þúsund og tvö unnið flest heimsmeistarmót í fótbolta
None	Hvaða þjóð hefur unnið flest verðlaun á vetrarólympíuleikunum	Noregur	Hvaða þjóð hefur unnið flest verðlaun á vetrarólympíuleikunum
None	Hvað eiga mörg lönd aðild að Norðurlandaráðinu	8	Hvað eiga mörg lönd aðild að Norðurlandaráðinu
None	Hvað er dýpsta stöðuvatn á Íslandi	Jökulsárlón	Hvað er dýpsta stöðuvatn á Íslandi
None	Hvað er eina íþróttagreinin sem hefur farið fram á tunglinu	Golf	Hvað er eina íþróttagreinin sem hefur farið fram á tunglinu
None	Hvað er fullt nafn leikarans Clark Gable	William Clark Gable	Hvað er fullt nafn leikarans Clark Gable
None	Hvað er heilagasta fljót Indlands	Ganges	Hvað er heilagasta fljót Indlands
None	Hvað er "imbakassi"	Sjónvarp	Hvað er imbakassi 
None	Hvað er "járnleikur"	Orrusta	Hvað er járnleikur 
None	Hvað er Latínuskólinn í dag nefndur	Menntaskólinn í Reykjavík	Hvað er Latínuskólinn í dag nefndur
None	Hvað er póstnúmerið á Sauðárkróki	550	Hvað er póstnúmerið á Sauðárkróki
None	Hvað eru margar kastgreinar í tugþraut	3	Hvað eru margar kastgreinar í tugþraut
None	Hvað eru margar lengdargráður í einu tímabelti að jafnaði	15	Hvað eru margar lengdargráður í einu tímabelti að jafnaði
None	Hvað eru margar línur í limru	5	Hvað eru margar línur í limru
None	Hvað eru margar rauðar kúlur í snóker	15	Hvað eru margar rauðar kúlur í snóker
None	Hvað eru margir öldungadeildarþingmenn á bandaríska þinginu	100	Hvað eru margir öldungadeildarþingmenn á bandaríska þinginu
None	Hvað eru margir pýramídar í Giza	3	Hvað eru margir pýramídar í Giza
None	Hvað eru mörg spil á hendi í byrjun Rommy	8	Hvað eru mörg spil á hendi í byrjun Rommy
None	Hvað heitir aðalgolfvöllur Golfklúbbs Reykjavíkur	Grafarholt	Hvað heitir aðalgolfvöllur Golfklúbbs Reykjavíkur
None	Hvað heitir aflmesti foss Evrópu	Dettifoss	Hvað heitir aflmesti foss Evrópu
None	Hvað heitir austasta eyja Danmerkur	Borgundarhólmur	Hvað heitir austasta eyja Danmerkur
None	Hvað heitir bragarháttur vísu sem lesa má jafnt aftur á bak sem áfram	Sléttubönd	Hvað heitir bragarháttur vísu sem lesa má jafnt aftur á bak sem áfram
None	Hvað heitir brúin sem brúar samnefnt sund og var opnuð 1937 og var þá lengsta brú heims	Golden Gate	Hvað heitir brúin sem brúar samnefnt sund og var opnuð nítján hundruð þrjátíu og sjö og var þá lengsta brú heims
None	Hvað heitir fjallið fyrir ofan Akureyri	Hlíðarfjall	Hvað heitir fjallið fyrir ofan Akureyri
None	Hvað heitir fjallið sem grandaði Pompei í eldgosi	Vesúvíus	Hvað heitir fjallið sem grandaði Pompei í eldgosi
None	Hvað heitir frægasta styttan sem gerð hefur verið af gyðjunni Afródítis	Venus de Milo	Hvað heitir frægasta styttan sem gerð hefur verið af gyðjunni Afródítis
None	Hvað heitir fyrrverandi eiginmaður Sophiu Hansen	Halim Al	Hvað heitir fyrrverandi eiginmaður Sophiu Hansen
None	Hvað heitir guðfaðir Harry Potter	Sirius Black	Hvað heitir guðfaðir Harry Potter
None	Hvað heitir hæfileikakeppni grunnskólanna	Skrekkur	Hvað heitir hæfileikakeppni grunnskólanna
None	Hvað heitir hin forna þjóðleið milli Langjökuls og Hofsjökuls	Kjalvegur	Hvað heitir hin forna þjóðleið milli Langjökuls og Hofsjökuls
None	Hvað heitir hjólreiðakeppnin mikla í Frakklandi	Tour de France	Hvað heitir hjólreiðakeppnin mikla í Frakklandi
None	Hvað heitir Höfðakaupstaður nú á dögum	Skagaströnd	Hvað heitir Höfðakaupstaður nú á dögum
None	Hvað heitir höfuðborg Nýja Sjálands	Wellington	Hvað heitir höfuðborg Nýja Sjálands
None	Hvað heitir íþróttafélagið í borgarnesi	Skallagrímur	Hvað heitir íþróttafélagið í borgarnesi
None	Hvað heitir jökullinn vestur af Langjökli	Þórisjökull	Hvað heitir jökullinn vestur af Langjökli
None	Hvað heitir kirkjustaðurinn í Biskupstungum í Árnessýslu	Skálholt	Hvað heitir kirkjustaðurinn í Biskupstungum í Árnessýslu
None	Hvað heitir landið sem borgin Alexandría er í	Egyptaland	Hvað heitir landið sem borgin Alexandría er í
None	Hvað heitir landið sem til forna hét Persía	Íran	Hvað heitir landið sem til forna hét Persía
None	Hvað heitir leiðtogi Talibana	Mullah Mohammad Omar	Hvað heitir leiðtogi Talibana
None	Hvað heitir lengsta og vatnsmesta á Svíþjóðar	Gautelfur	Hvað heitir lengsta og vatnsmesta á Svíþjóðar
None	Hvað heitir listasafnið í New York sem hefur að geyma verk eftir Jóhannes Kjarval	Museum of Modern Art	Hvað heitir listasafnið í New York sem hefur að geyma verk eftir Jóhannes Kjarval
None	Hvað heitir Megas fullu nafni	Magnús Þór Jónsson	Hvað heitir Megas fullu nafni
None	Hvað heitir nýi dýragarðurinn á Stokkseyri	Töfragarðurinn	Hvað heitir nýi dýragarðurinn á Stokkseyri
None	Hvað heitir safnið þar sem málverkið "Mona Lisa" er varðveitt	Louvre	Hvað heitir safnið þar sem málverkið Mona Lisa er varðveitt
None	Hvað heitir skólastjóri Hogwarts-skóla í sögunum um Harry Potter	Albus Dumbledore	Hvað heitir skólastjóri Hogwarts skóla í sögunum um Harry Potter
None	Hvað heitir stærsta eyja Grikklands	Krít	Hvað heitir stærsta eyja Grikklands
None	Hvað heitir stærsta eyjan í Faxaflóa	Viðey	Hvað heitir stærsta eyjan í Faxaflóa
None	Hvað heitir stærsta hraunbreiða Evrópu	Ódáðahraun	Hvað heitir stærsta hraunbreiða Evrópu
None	Hvað heitir stærsta stöðuvatnið í Veiðivötnum á Landmannaafrétti	Litlisjór	Hvað heitir stærsta stöðuvatnið í Veiðivötnum á Landmannaafrétti
None	Hvað heitir stærsta vatn á Reykjarnesskaga	Kleifarvatn	Hvað heitir stærsta vatn á Reykjarnesskaga
None	Hvað heitir tuttugu ára brúðkaupsafmæli	Postulínsbrúðkaup	Hvað heitir tuttugu ára brúðkaupsafmæli
None	Hvað heitir þekktasti foss Hvítár	Gullfoss	Hvað heitir þekktasti foss Hvítár
None	Hvað hét fyrri höfuðborg Brasilíu	Rio de Janiero	Hvað hét fyrri höfuðborg Brasilíu
None	Hvað hét fyrri kona John Lennon	Cynthia	Hvað hét fyrri kona John Lennon
None	Hvað hét fyrsti konungur Íslands	Hákon Hákonarson	Hvað hét fyrsti konungur Íslands
None	Hvað hét fyrsti konungur sameinaðs Englands	Alfred	Hvað hét fyrsti konungur sameinaðs Englands
None	Hvað hét hönnuður Eiffelturnsins	Alexandre Gustav Eiffel	Hvað hét hönnuður Eiffelturnsins
None	Hvað hét Járnkanslarinn, sem sameinaði þýska heimsveldið	Otto von Bismarck	Hvað hét Járnkanslarinn sem sameinaði þýska heimsveldið
None	Hvað hét leikritið Skugga-Sveinn upprunalega	Útilegumennirnir	Hvað hét leikritið Skugga Sveinn upprunalega
None	Hvað hét maðurinn sem drap morðingja John F. Kennedy	Jack Ruby	Hvað hét maðurinn sem drap morðingja John F Kennedy
None	Hvað hét myndasagan "Peanuts" (smáfólkið) upprunalega	Charlie Brown	Hvað hét myndasagan Peanuts smáfólkið upprunalega
None	Hvað hét New York upphaflega	New Amsterdam	Hvað hét New York upphaflega
None	Hvað hét skóli Platons	Akademía	Hvað hét skóli Platons
None	Hvað hétu Illugastaðamorðingjarnir	Friðrik og Agnes	Hvað hétu Illugastaðamorðingjarnir
None	Hvað hétu Veiðivötn áður	Fiskivötn	Hvað hétu Veiðivötn áður
None	Hvað hét þýski herinn (á þýsku) í seinni heimsstyrjöldinni	Wehrmacht	Hvað hét þýski herinn á þýsku í seinni heimsstyrjöldinni
None	Hvað kallast dalurinn á milli Langjökuls (Geitlandsjökuls) og Þórisjökuls	Þórisdalur	Hvað kallast dalurinn á milli Langjökuls Geitlandsjökuls og Þórisjökuls
None	Hvað kallast embætti formanns skólafélags MR (latína)	Inspector scholae	Hvað kallast embætti formanns skólafélags M R latína 
None	Hvað kemur næst: Alpha, Bravo, Charlie, Delta, Echo ...	Foxtrot	Hvað kemur næst 
None	Hvað land var áður skipt í tvennt með Indland á milli	Pakistan	Hvað land var áður skipt í tvennt með Indland á milli
None	Hvað langaði Georgínu í Fimm-bókunum til að heita	Georg	Hvað langaði Georgínu í Fimm bókunum til að heita
None	Hvað lið í Formúlu 1 kom fyrst með bíl sem var með auglýsingum á	Lotus	Hvað lið í Formúlu eitt kom fyrst með bíl sem var með auglýsingum á
None	Hvað náði Fran Philips fyrst kvenna að gera	Komast á Norðurpólinn	Hvað náði Fran Philips fyrst kvenna að gera
None	Hvað nefnist samningurinn um frjálsa för fólks um innri landamæri aðildarlanda og samræmt eftirlit ytri landamæra	Schengen	Hvað nefnist samningurinn um frjálsa för fólks um innri landamæri aðildarlanda og samræmt eftirlit ytri landamæra
None	Hvað nefnist tímabilið 800 til 1066 í sögu Norðurlanda	Víkingaöld	Hvað nefnist tímabilið átta hundruð til eitt þúsund sextíu og sex í sögu Norðurlanda
None	Hvað settti Newton fram mörg lögmál um krafta	3	Hvað settti Newton fram mörg lögmál um krafta
None	Hvað sund liggur á milli Marmarahafs og Svartahafs	Bosporussund	Hvað sund liggur á milli Marmarahafs og Svartahafs
None	Hvað var bannað á Íslandi á Nýársdag árið 1915	Áfengi	Hvað var bannað á Íslandi á Nýársdag árið nítján hundruð og fimmtán
None	Hvað var Guðríður Símonardóttir kona Hallgríms Péturssonar oft kölluð	Tyrkja-Gudda	Hvað var Guðríður Símonardóttir kona Hallgríms Péturssonar oft kölluð
None	Hvað var húðflúrað á innan verðan vinstri upphandlegg SS manna	Blóðflokkur þeirra	Hvað var húðflúrað á innan verðan vinstri upphandlegg S S manna
None	Hvað var opnað 15. ágúst árið 1914	Panamaskurðurinn	Hvað var opnað fimmtánda ágúst árið nítján hundruð og fjórtán
None	Hvað var Vincent Van Gogh gamall þegar hann fyrirfór sér	35 ára	Hvað var Vincent Van Gogh gamall þegar hann fyrirfór sér
None	Hvað voru margir teknir af lífi í síðustu aftöku á Íslandi	Tveir	Hvað voru margir teknir af lífi í síðustu aftöku á Íslandi
None	Hvar á landinu er Dritvík	Snæfellsnesi	Hvar á landinu er Dritvík
None	Hvar á Ströndum voru þeir Þórður Guðbrandsson og Egill Bjarnason ásamt fleirrum brenndir á báli fyrir galdra	Trékyllisvík	Hvar á Ströndum voru þeir Þórður Guðbrandsson og Egill Bjarnason ásamt fleirrum brenndir á báli fyrir galdra
None	Hvar bjuggu Rómeó og Júlía	Verona	Hvar bjuggu Rómeó og Júlía
None	Hvar er Beirút höfuðborg	Líbanon	Hvar er Beirút höfuðborg
None	Hvar er Belgrad höfuðborg	Serbíu	Hvar er Belgrad höfuðborg
None	Hvar er Bogota höfuðborg	Kólumbíu	Hvar er Bogota höfuðborg
None	Hvar er Bratislava höfuðborg	Slóvakíu	Hvar er Bratislava höfuðborg
None	Hvar er Búdapest höfuðborg	Ungverjalandi	Hvar er Búdapest höfuðborg
None	Hvar er Buenos Aires höfuðborg	Argentínu	Hvar er Buenos Aires höfuðborg
None	Hvar er Búkarest höfuðborg	Rúmeníu	Hvar er Búkarest höfuðborg
None	Hvar er Caracas höfuðborg	Venesúela	Hvar er Caracas höfuðborg
None	Hvar er Dakar höfuðborg	Senegal	Hvar er Dakar höfuðborg
None	Hvar er fiskidagurinn mikli haldinn hátíðlegur árlega	Dalvík	Hvar er fiskidagurinn mikli haldinn hátíðlegur árlega
None	Hvar er Hanoi höfuðborg	Víetnam	Hvar er Hanoi höfuðborg
None	Hvar er Kaíró höfuðborg	Egyptalandi	Hvar er Kaíró höfuðborg
None	Hvar er Kampala höfuðborg	Úganda	Hvar er Kampala höfuðborg
None	Hvar er Kingston höfuðborg	Jamaíka	Hvar er Kingston höfuðborg
None	Hvar er Kuala Lumpur höfuðborg	Malasíu	Hvar er Kuala Lumpur höfuðborg
None	Hvar er Luanda höfuðborg	Angóla	Hvar er Luanda höfuðborg
